"Date","Month","Year","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2017-08-10,8,2017,47,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-11,8,2017,29,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-12,8,2017,23,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-13,8,2017,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-14,8,2017,25,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-15,8,2017,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-16,8,2017,39,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-17,8,2017,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-18,8,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-19,8,2017,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-20,8,2017,49,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-21,8,2017,42,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-22,8,2017,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-23,8,2017,43,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-24,8,2017,41,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-25,8,2017,49,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-26,8,2017,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-27,8,2017,46,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-28,8,2017,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-29,8,2017,24,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-30,8,2017,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-08-31,8,2017,30,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-01,9,2017,26,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-02,9,2017,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-03,9,2017,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-04,9,2017,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-05,9,2017,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-06,9,2017,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-08,9,2017,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-09,9,2017,41,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-10,9,2017,28,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-11,9,2017,22,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-12,9,2017,20,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-13,9,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-14,9,2017,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-15,9,2017,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-16,9,2017,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-17,9,2017,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-18,9,2017,39,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-19,9,2017,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-20,9,2017,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-21,9,2017,50,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-22,9,2017,46,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-23,9,2017,50,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-24,9,2017,43,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-25,9,2017,39,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-26,9,2017,21,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-27,9,2017,39,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-28,9,2017,97,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-29,9,2017,42,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-09-30,9,2017,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-01,10,2017,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-03,10,2017,48,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-04,10,2017,43,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-05,10,2017,42,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-06,10,2017,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-07,10,2017,20,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-08,10,2017,14,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-09,10,2017,20,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-10,10,2017,18,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-11,10,2017,22,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-12,10,2017,28,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-13,10,2017,25,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-14,10,2017,28,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-15,10,2017,28,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-16,10,2017,24,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-17,10,2017,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-18,10,2017,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-19,10,2017,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-20,10,2017,49,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-21,10,2017,48,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-22,10,2017,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-24,10,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-25,10,2017,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-26,10,2017,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-27,10,2017,43,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-28,10,2017,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-29,10,2017,19,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-30,10,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-10-31,10,2017,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-01,11,2017,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-02,11,2017,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-03,11,2017,39,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-04,11,2017,18,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-05,11,2017,18,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-06,11,2017,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-09,11,2017,12,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-10,11,2017,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-11,11,2017,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-12,11,2017,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-13,11,2017,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-14,11,2017,29,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-15,11,2017,30,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-16,11,2017,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-17,11,2017,25,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-18,11,2017,40,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-19,11,2017,26,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-20,11,2017,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-21,11,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-22,11,2017,39,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-23,11,2017,24,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-24,11,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-25,11,2017,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-26,11,2017,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-27,11,2017,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-28,11,2017,41,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-29,11,2017,47,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-11-30,11,2017,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-01,12,2017,40,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-02,12,2017,22,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-03,12,2017,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-04,12,2017,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-05,12,2017,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-06,12,2017,28,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-07,12,2017,23,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-08,12,2017,23,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-09,12,2017,25,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-10,12,2017,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-11,12,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-12,12,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-13,12,2017,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-14,12,2017,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-15,12,2017,19,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-16,12,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-17,12,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-18,12,2017,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-19,12,2017,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-20,12,2017,21,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-21,12,2017,26,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-22,12,2017,30,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-23,12,2017,24,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-24,12,2017,19,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-25,12,2017,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-26,12,2017,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-27,12,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-12-28,12,2017,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2017-03-01,3,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-02,3,2017,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-03,3,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-04,3,2017,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-05,3,2017,50,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-06,3,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-07,3,2017,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-08,3,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-09,3,2017,49,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-10,3,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-11,3,2017,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-12,3,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-13,3,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-14,3,2017,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-15,3,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-16,3,2017,46,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-17,3,2017,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-18,3,2017,47,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-19,3,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-20,3,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-22,3,2017,49,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-23,3,2017,48,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-24,3,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-25,3,2017,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-26,3,2017,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-27,3,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-28,3,2017,47,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-29,3,2017,47,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-30,3,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-31,3,2017,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-01,4,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-02,4,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-03,4,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-04,4,2017,47,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-05,4,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-06,4,2017,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-07,4,2017,45,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-08,4,2017,51,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-09,4,2017,58,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-10,4,2017,71,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-11,4,2017,61,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-12,4,2017,54,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-13,4,2017,61,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-14,4,2017,71,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-15,4,2017,51,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-16,4,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-17,4,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-18,4,2017,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-19,4,2017,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-20,4,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-21,4,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-22,4,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-23,4,2017,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-24,4,2017,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-25,4,2017,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-26,4,2017,50,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-27,4,2017,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-28,4,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-29,4,2017,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-30,4,2017,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-01,5,2017,58,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-02,5,2017,48,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-17,5,2017,48,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-18,5,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-19,5,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-20,5,2017,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-21,5,2017,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-22,5,2017,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-23,5,2017,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-24,5,2017,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-25,5,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-26,5,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-27,5,2017,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-28,5,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-29,5,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-30,5,2017,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-31,5,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-01,6,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-02,6,2017,46,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-03,6,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-04,6,2017,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-05,6,2017,20,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-06,6,2017,46,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-07,6,2017,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-08,6,2017,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-09,6,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-10,6,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-11,6,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-12,6,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-13,6,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-14,6,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-15,6,2017,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-16,6,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-17,6,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-18,6,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-19,6,2017,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-20,6,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-21,6,2017,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-22,6,2017,11,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-23,6,2017,22,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-24,6,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-25,6,2017,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-26,6,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-27,6,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-28,6,2017,45,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-30,6,2017,17,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-01,7,2017,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-02,7,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-03,7,2017,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-04,7,2017,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-05,7,2017,19,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-06,7,2017,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-07,7,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-08,7,2017,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-09,7,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-10,7,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-11,7,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-12,7,2017,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-13,7,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-14,7,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-15,7,2017,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-16,7,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-17,7,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-18,7,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-19,7,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-20,7,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-21,7,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-22,7,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-23,7,2017,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-24,7,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-25,7,2017,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-26,7,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-27,7,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-28,7,2017,17,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-29,7,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-30,7,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-31,7,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-01,8,2017,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-02,8,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-03,8,2017,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-04,8,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-05,8,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-06,8,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-07,8,2017,18,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-08,8,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-09,8,2017,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-10,8,2017,22,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-11,8,2017,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-12,8,2017,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-13,8,2017,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-14,8,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-15,8,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-16,8,2017,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-17,8,2017,22,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-18,8,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-19,8,2017,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-20,8,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-21,8,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-22,8,2017,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-23,8,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-24,8,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-25,8,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-26,8,2017,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-27,8,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-28,8,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-29,8,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-30,8,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-31,8,2017,18,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-01,9,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-02,9,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-03,9,2017,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-04,9,2017,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-05,9,2017,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-06,9,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-07,9,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-14,9,2017,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-15,9,2017,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-16,9,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-17,9,2017,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-18,9,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-19,9,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-20,9,2017,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-21,9,2017,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-22,9,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-23,9,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-24,9,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-25,9,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-26,9,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-27,9,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-28,9,2017,45,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-29,9,2017,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-30,9,2017,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-01,10,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-02,10,2017,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-03,10,2017,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-04,10,2017,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-05,10,2017,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-06,10,2017,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-07,10,2017,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-08,10,2017,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-09,10,2017,19,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-10,10,2017,19,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-11,10,2017,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
